customer_id,churn_probability,churn_prediction
4560-WQAQW,0.6602501517455825,1
7134-HBPBS,0.44746035158544967,0
4468-YDOVK,0.016306541181183767,0
1790-NESIO,0.00287639230370045,0
3987-KQDDU,0.7320702860758992,1
1370-GGAWX,0.11282034172970815,0
4702-IOQDC,0.1984865624596228,0
2984-AFWNC,0.764825545448771,1
2484-DGXPZ,0.040984495296180826,0
0040-HALCW,0.28131424817092926,0
7976-CICYS,0.7236586947165501,1
5016-ETTFF,0.12756245518554174,0
9987-LUTYD,0.21521605394456594,0
9169-BSVIN,0.6162789929832184,1
8109-YUOHE,0.04768170138571514,0
3996-ZNWYK,0.08744272068258496,0
8413-YNHNV,0.0026970814736156194,0
9018-PCIOK,0.714370495529512,1
3423-HHXAO,0.07079949889489447,0
0769-MURVM,0.018457400049614787,0
7469-LKBCI,0.36870168242606055,0
5027-YOCXN,0.012620730873269247,0
6789-HJBWG,0.04812033467181956,0
7765-LWVVH,0.13921899403816435,0
7789-CRUVC,0.39685663595688825,0
5405-ZMYXQ,0.11136591305572309,0
5857-TYBCJ,0.1457374590195136,0
2919-HBCJO,0.6457902671878626,1
6176-YJWAS,0.16378598574061942,0
8049-WJCLQ,0.015337175691866581,0
8388-DMKAE,0.6184650747207807,1
9732-EQMWY,0.08640778547181693,0
9052-DHNKM,0.24054945363522276,0
6615-ZGEDR,0.3203807429178015,0
4529-CKBCL,0.7341020533538668,1
9786-IJYDL,0.82396723245922,1
9909-IDLEK,0.01278293807399347,0
4367-NUYAO,0.5004820583217447,1
3703-KBKZP,0.004255919009662325,0
5144-PQCDZ,0.7412854438301599,1
1970-KKFWL,0.538253816241474,1
6532-YLWSI,0.24628472596554482,0
0282-NVSJS,0.0031117445388171927,0
8225-BTJAU,0.4814514300925891,0
5651-CPDND,0.4096802864850866,0
8111-SLLHI,0.004435583371257832,0
2397-BRLOM,0.25591403087800746,0
3174-AKMAS,0.17947044228943815,0
8212-DJRCH,0.005714632529258569,0
1984-GPTEH,0.707229334108526,1
3572-UUHRS,0.771703806961662,1
4632-PAOYU,0.01817691130246122,0
3865-YIOTT,0.4474270617637408,0
6374-AFWOX,0.21534028124408688,0
7083-MIOPC,0.28674280068079044,0
8015-IHCGW,0.06856228810445165,0
2057-BOYKM,0.7755552702180317,1
0771-CHWSK,0.7176515869770741,1
4078-SAYYN,0.7044627842735203,1
3736-BLEPA,0.2700133369649609,0
7602-MVRMB,0.5796282916558088,1
2364-UFROM,0.2515095818560544,0
6963-EZQEE,0.7703126502234149,1
8268-YDIXR,0.2930510928778177,0
4910-GMJOT,0.15412542715792948,0
7115-IRDHS,0.18211687932188997,0
4892-VLANZ,0.26304103994306166,0
5047-LHVLY,0.5974978467402509,1
6185-TASNN,0.5998792617341231,1
9606-PBKBQ,0.40154945255261426,0
0218-QNVAS,0.10293337160223143,0
8651-ENBZX,0.15007338159243686,0
7932-WPTDS,0.23116566492358911,0
2049-BAFNW,0.18669447977242173,0
1898-JSNDC,0.02808721901465768,0
9372-TXXPS,0.02490763756959922,0
0898-XCGTF,0.011238964427654744,0
2886-KEFUM,0.15225287367083273,0
5669-SRAIP,0.15343524843773187,0
0913-XWSCN,0.02469025587868724,0
0970-QXPXW,0.1900668820871122,0
0722-TROQR,0.07532726374340377,0
5214-NLTIT,0.6065886283682821,1
7268-IGMFD,0.014435250858614416,0
6131-JLWZM,0.6855244590766345,1
6941-PMGEP,0.05729343719518908,0
7266-GSSJX,0.006736444816346201,0
4298-OYIFC,0.03789112550074808,0
0219-QAERP,0.003551318371186245,0
2458-EOMRE,0.17014566729890251,0
8739-QOTTN,0.5298665528911931,1
9359-UGBTK,0.04892243580480571,0
3640-JQGJG,0.02033161986162033,0
0818-OCPZO,0.024746180167224654,0
6352-TWCAU,0.5172035391244177,1
8644-XLFBW,0.15700942824657932,0
1254-IZEYF,0.096943233210859,0
9778-OGKQZ,0.011690618513262653,0
0581-MDMPW,0.4955075306193424,0
5046-NUHWD,0.04837774033124293,0
6635-MYYYZ,0.1550347863068471,0
0961-ZWLVI,0.17821267877182248,0
5168-MSWXT,0.19530453105219378,0
8627-ZYGSZ,0.18933646769960363,0
2569-WGERO,0.04375445797638955,0
7128-GGCNO,0.021398587224698503,0
6088-BXMRG,0.007270044931758846,0
3923-CSIHK,0.004448676949248125,0
4390-KYULV,0.006063582525673043,0
5651-YLPRD,0.4995550167071299,0
2150-WLKUW,0.3061453017797048,0
6974-DAFLI,0.08388728026950683,0
6614-YOLAC,0.8311038999842838,1
9385-NXKDA,0.599212433907806,1
9359-JANWS,0.24751965325065575,0
8883-GRDWQ,0.04214535831050486,0
5297-MDOIR,0.04196461063757815,0
7599-NTMDP,0.08027115289758867,0
6120-RJKLU,0.830613404772121,1
7137-NAXML,0.6113926658299184,1
9840-EFJQB,0.03337513711961494,0
6537-QLGEX,0.6466917235437102,1
9286-DOJGF,0.5692775731444443,1
7248-VZQLC,0.7272912016425698,1
9327-QSDED,0.4558835050301072,0
4980-URKXC,0.7644204456778299,1
4749-OJKQU,0.1910587626087556,0
8063-GBATB,0.017225014153769973,0
6297-NOOPG,0.814507004387136,1
4373-MAVJG,0.39219219480364753,0
9225-BZLNZ,0.11448041221850232,0
7072-MBHEV,0.06070604791422016,0
2876-GZYZC,0.0378255285653649,0
2178-PMGCJ,0.05753225943178247,0
9281-OFDMF,0.4368149981042995,0
6861-OKBCE,0.19333842515422914,0
5975-BAICR,0.6933169409956557,1
7658-UYUQS,0.642426332120862,1
6166-ILMNY,0.06018598785270744,0
9412-ARGBX,0.06824828791608036,0
4250-FDVOU,0.13243820097467462,0
2724-FJDYW,0.48672393746904535,0
7666-WKRON,0.06664284487533131,0
5052-PNLOS,0.2174520427929762,0
7576-JMYWV,0.09191473122736028,0
7306-YDSOI,0.6364848392194974,1
5565-FILXA,0.13995439006218716,0
9297-FVVDH,0.012717547789954877,0
3351-NQLDI,0.15735214755421245,0
0265-PSUAE,0.7378347157874618,1
5442-BHQNG,0.16573845681014016,0
4039-HEUNW,0.0054998014230475305,0
4702-HDRKD,0.10906908236257025,0
3727-JEZTU,0.20579044766547447,0
6298-QDFNH,0.15992031763636566,0
6575-SUVOI,0.11557805792720233,0
4884-TVUQF,0.02146995738837508,0
1396-QWFBJ,0.03094031344295864,0
6598-RFFVI,0.8069401125484302,1
4559-UWIHT,0.19704704504936177,0
1089-XZWHH,0.52477422442772,1
8229-TNIQA,0.7067984299729407,1
0556-FJEGU,0.7854992361526707,1
5977-CKHON,0.47243249582625946,0
3489-VSFRD,0.2736477896160063,0
3508-VLHCZ,0.21216209838231176,0
5364-EVNIB,0.22002351261822142,0
4359-INNWN,0.02562642549040154,0
3716-BDVDB,0.4569537404631863,0
9576-ANLXO,0.45193325227239894,0
3680-CTHUH,0.5694732662299801,1
7874-ECPQJ,0.07681512841357598,0
5917-RYRMG,0.6251507713720906,1
2519-FAKOD,0.10899533347120315,0
1600-DILPE,0.6796781971105915,1
2480-SQIOB,0.506637657173295,1
6326-MTTXK,0.01864726234448924,0
9443-JUBUO,0.023061983323403375,0
7817-OMJNA,0.22983902633552394,0
2546-KZAAT,0.47371034058420186,0
8642-GVWRF,0.24173265167535665,0
5712-AHQNN,0.011559517776020807,0
7089-XXAYG,0.6833934527428226,1
7663-YJHSN,0.21643077582206183,0
0835-DUUIQ,0.41184838421288583,0
5197-PYEPU,0.2621656612081707,0
4109-CYRBD,0.19231238640558113,0
9103-CXVOK,0.0043505800611288266,0
6036-TTFYU,0.8389261173323098,1
5673-FSSMF,0.028887247566950765,0
6980-IMXXE,0.08171531985874347,0
2452-SNHFZ,0.7567435399592438,1
3487-EARAT,0.7180604435814234,1
0742-MOABM,0.00797887353616702,0
4801-JZAZL,0.005655692758349516,0
9501-UKKNL,0.06263367546488888,0
4002-BQWPQ,0.1714278823286492,0
1776-SPBWV,0.6187953852942931,1
5816-QVHRX,0.004469626217832609,0
5419-CONWX,0.66195988484946,1
1086-LXKFY,0.06386065972470557,0
8224-KDLKN,0.5092635508919501,1
3585-ISXZP,0.1608287913172409,0
9146-JRIOX,0.2098504526519885,0
8350-NYMVI,0.6827327784210903,1
2682-KEVRP,0.05062671516992768,0
7995-ZHHNZ,0.021073447868787433,0
3908-MKIMJ,0.7370706512799304,1
9367-WXLCH,0.20585568528136444,0
2207-NHRJK,0.005164732286438182,0
8746-OQQRW,0.5029423387148068,1
4075-WKNIU,0.0159628392101944,0
2359-KLTEK,0.402515298793019,0
9369-XFEHK,0.22003843545351429,0
5299-RULOA,0.010853639296704565,0
3043-TYBNO,0.43663708136871177,0
5222-JCXZT,0.16432744064154742,0
3878-AVSOQ,0.17439530052972807,0
3115-CZMZD,0.0520240433066029,0
9734-YWGEX,0.6988005470590375,1
9430-NKQLY,0.1514090347698966,0
3084-DOWLE,0.5063591848586224,1
7056-IMHCC,0.3983798432636244,0
7162-WPHPM,0.30644069227971676,0
2347-WKKAE,0.15623311670018383,0
9084-OAYKL,0.03325923500929041,0
6543-JXSOO,0.07164766247572839,0
2616-FLVQC,0.18900927751715782,0
8988-ECPJR,0.47689418504328285,0
6133-OZILE,0.18932190112231156,0
3066-RRJIO,0.0717671948795987,0
5469-NUJUR,0.26203863328539345,0
0601-WZHJF,0.02385473185542376,0
2101-RANCD,0.01469199168119054,0
3746-EUBYR,0.11914012112749714,0
4931-TRZWN,0.0386389050435964,0
3192-NQECA,0.0037960799385192514,0
6416-YJTTB,0.023804777490366982,0
7382-DFJTU,0.3529629768631753,0
3397-AVTKU,0.7736435977320865,1
0423-UDIJQ,0.4479079135791138,0
6527-PZFPV,0.1127573238283289,0
5609-IMCGG,0.4486074400725963,0
2372-HWUHI,0.48740135143410734,0
2103-ZRXFN,0.01727435818677749,0
7577-SWIFR,0.1894124353367163,0
3239-TPHPZ,0.017518342636183928,0
7465-ZZRVX,0.0060030319275110435,0
7218-HKQFK,0.3847103367617136,0
1169-SAOCL,0.40569614648202235,0
4248-HCETZ,0.15264207230973648,0
1679-JRFBR,0.016988726398559036,0
8461-EFQYM,0.18109841546747343,0
2587-YNLES,0.012745255259938405,0
2832-SCUCO,0.15458520432576978,0
8548-AWOFC,0.13215678830882252,0
5465-BUBFA,0.35151197516511806,0
2212-LYASK,0.03832402644983621,0
7471-MQPOS,0.07946082867851478,0
6878-GGDWG,0.5620411209750253,1
9897-KXHCM,0.022577733202227456,0
2898-LSJGD,0.6415716437837929,1
5562-BETPV,0.06604653338209032,0
0515-YPMCW,0.0620319315090608,0
2265-CYWIV,0.06944869996447209,0
3808-HFKDE,0.5843334715651126,1
5766-FTRTS,0.21944870824834214,0
4566-NECEV,0.24201769868415407,0
7184-LRUUR,0.7657847884495446,1
7740-KKCXF,0.047601884311783506,0
3244-DCJWY,0.03663985033354797,0
4976-LNFVV,0.24198545009516206,0
2511-MORQY,0.181658653866523,0
5322-TEUJK,0.06106682305487121,0
6034-YMTOB,0.1895449377446885,0
9995-HOTOH,0.07252215742410446,0
4026-SKKHW,0.7751414325314424,1
2808-CHTDM,0.01883240526300271,0
5760-WRAHC,0.7644794821305675,1
2538-OIMXF,0.329310629343424,0
6143-JQKEA,0.694549473987387,1
1306-RPWXZ,0.23489316477253183,0
0225-ZORZP,0.2470716712421437,0
0016-QLJIS,0.22293778369185696,0
1221-GHZEP,0.5766574887432997,1
5159-YFPKQ,0.3820356988478818,0
4512-ZUIYL,0.34825294020121483,0
6313-GIDIT,0.13943899663549747,0
7521-YXVZY,0.7112607853249072,1
6762-QVYJO,0.5366330064701135,1
3642-GKTCT,0.060048242280340815,0
5996-EBTKM,0.00503133352769825,0
7989-VCQOH,0.21632401173756813,0
1635-NZATJ,0.013979586979953013,0
4231-LZUYM,0.6746816718727512,1
0557-ASKVU,0.1065752051834952,0
7356-IWLFW,0.17725564007972774,0
6016-NXBNJ,0.020044761498606897,0
2360-RDGRO,0.3385840413214634,0
5130-YPIRV,0.06758834928202026,0
1400-WIVLL,0.3750547168489274,0
0269-XFESX,0.44661828606321774,0
1352-VHKAJ,0.17869889111914522,0
5572-ZDXHY,0.6012688762062134,1
1208-NBVFH,0.09253380575669225,0
5522-NYKPB,0.04512371227617203,0
5759-RCVCB,0.7031567654740015,1
2659-VXMWZ,0.0157319235688991,0
9714-EDSUC,0.26799645951874984,0
4626-OZDTJ,0.14377594683889433,0
2754-SDJRD,0.017683572380367885,0
8069-YQQAJ,0.5037406032539218,1
1709-EJDOX,0.051940549896343606,0
2911-IJORQ,0.10798666699620652,0
5862-BRIXZ,0.1289284152101795,0
2208-MPXIO,0.4666983770099287,0
7993-PYKOF,0.10358086843096216,0
5815-HGGHV,0.20495021629242557,0
5567-GZKQY,0.08632505931942516,0
8276-MQBYC,0.13401983644188845,0
4686-UXDML,0.5911529581617552,1
9537-VHDTA,0.07476759583735862,0
9058-CBREO,0.03805557850154238,0
8896-RAZCR,0.0037053697990273573,0
5445-UTODQ,0.02179784638394263,0
4940-KHCWD,0.33568974990041345,0
8185-UPYBR,0.007148795177809753,0
8679-LZBMD,0.15599205331866248,0
8250-ZNGGW,0.20105438496678088,0
5804-HYIEZ,0.08894461345002824,0
9874-QLCLH,0.12635739310289387,0
2274-XUATA,0.5761885360371682,1
7898-PDWQE,0.44981612764591883,0
5356-RHIPP,0.672347186690339,1
0436-TWFFZ,0.02308977716219667,0
7979-CORPM,0.14635397169551806,0
6156-UZDLF,0.6832779865057403,1
7251-LJBQN,0.17493661721116724,0
2790-XUYMV,0.061041010327716694,0
8060-HIWJJ,0.4385859861579115,0
5447-WZAFP,0.05878897037041427,0
1760-CAZHT,0.08325672406736677,0
7351-KYHQH,0.005049615988505006,0
2192-CKRLV,0.08857466449162944,0
3249-VHRIP,0.41392409114547885,0
7945-PRBVF,0.37224144018398414,0
9691-HKOVS,0.4578071040248717,0
0440-MOGPM,0.07976823845768237,0
5899-MQZZL,0.8198853897900036,1
0301-FIDRB,0.39274339533415664,0
0380-ZCSBI,0.04006233032577315,0
5999-LCXAO,0.6451206199465492,1
3523-BRGUW,0.02753375850119255,0
0596-BQCEQ,0.6231969464905024,1
3594-IVHJZ,0.06380865791195266,0
2371-JUNGC,0.7379523618395684,1
3565-UNOCC,0.008357408691629738,0
2193-SFWQW,0.03009902105441345,0
9953-ZMKSM,0.2534261511467444,0
3108-PCCGG,0.03476790083249225,0
7359-PTSXY,0.18975358359874434,0
7011-CVEUC,0.6250301947300015,1
5834-ASPWA,0.3460325010329719,0
0928-XUTSN,0.1577396754159536,0
1930-BZLHI,0.475588993039696,0
5274-XHAKY,0.06460127460232384,0
0264-CNITK,0.25304768740785416,0
9391-TTOYH,0.0060688848301601265,0
0608-JDVEC,0.49421347806945687,0
3807-XHCJH,0.22088898041917227,0
1090-ESELR,0.5703704406955793,1
1047-NNCBF,0.6681270249808473,1
0356-OBMAC,0.09917845049200663,0
2842-JTCCU,0.18975358359874434,0
9800-OUIGR,0.05557046415259707,0
9356-AXGMP,0.0298467680052186,0
0392-BZIUW,0.5960942302684851,1
4419-UJMUS,0.48259301877632377,0
4195-PNGZS,0.13258820789162606,0
5276-KQWHG,0.32554279708924644,0
6469-MRVET,0.5792537203302766,1
6952-OMNWB,0.34675708725918236,0
3170-GWYKC,0.19009226166843707,0
3551-GAEGL,0.18726742196014107,0
6923-JHPMP,0.37081063527631686,0
4349-GFQHK,0.12393967413546894,0
6023-YEBUP,0.23593172246166938,0
0871-OPBXW,0.00951573799916016,0
0426-TIRNE,0.04170180566032083,0
2321-OMBXY,0.09818955403213865,0
8443-ZRDBZ,0.00852442546358352,0
6416-TVAIH,0.20994978291911498,0
3806-DXQOM,0.3507274703488405,0
4193-IBKSW,0.3946099612297464,0
4116-IQRFR,0.04794791846437834,0
0384-LPITE,0.04514103446066907,0
9170-GYZJC,0.12396555046007655,0
1439-LCGVL,0.24418938307351937,0
5774-XZTQC,0.003970035250959813,0
8769-KKTPH,0.04850098664151542,0
0550-DCXLH,0.02183653341364996,0
5542-NKVRU,0.7289331627725851,1
7277-KAMWT,0.00743754049353925,0
6507-ZJSUR,0.4047489458097406,0
7321-VGNKU,0.12878842142952662,0
0052-DCKON,0.36308467190152754,0
2357-COQEK,0.026023537853515643,0
9754-CLVZW,0.05146591511813548,0
1525-LNLOJ,0.79070385143996,1
7963-GQRMY,0.17894809606335518,0
4816-OKWNX,0.527189973021906,1
0018-NYROU,0.7330241729752264,1
9763-PDTKK,0.6365965377399877,1
8782-NUUOL,0.37855489293834105,0
9644-UMGQA,0.5290462869667879,1
9916-AYHTC,0.05980856119755186,0
7629-WFGLW,0.017006722472133202,0
2831-EBWRN,0.2096295619645377,0
5663-QBGIS,0.01342461354780722,0
2363-BJLSL,0.005576967646047556,0
6265-FRMTQ,0.008752450321532148,0
1135-LMECX,0.009479419602911427,0
4554-YGZIH,0.73358899561641,1
1910-FMXJM,0.017810786089167748,0
8878-RYUKI,0.039821389322727226,0
0347-UBKUZ,0.7920298289591957,1
3426-NIYYL,0.6946770473714615,1
9986-BONCE,0.06494583250790843,0
9178-JHUVJ,0.09945634041010654,0
4274-OWWYO,0.6511344345769532,1
4633-MKHYU,0.14257130229204001,0
0278-YXOOG,0.021394290874018042,0
9668-PUGNU,0.03146501399519493,0
0709-TVGUR,0.017533741074564502,0
9746-MDMBK,0.044105263486280424,0
6478-HRRCZ,0.19703828691094583,0
7488-MXJIV,0.03819187369346697,0
9163-GHAYE,0.1094585056937988,0
8647-SDTWQ,0.7195120443241506,1
8087-LGYHQ,0.04350164086978094,0
7613-LLQFO,0.1861955154967419,0
4922-CVPDX,0.010007661664955838,0
0943-ZQPXH,0.09643805686982637,0
5448-VWNAM,0.2055945044687227,0
8917-FAEMR,0.7695344512061038,1
1496-GGSUK,0.007277873723650396,0
3055-OYMSE,0.144686184901551,0
3173-WSSUE,0.13336415085064943,0
5624-BQSSA,0.04977177488368575,0
6551-GNYDG,0.20624399904608673,0
4795-UXVCJ,0.00276266545961393,0
5644-PDMZC,0.09020954479539522,0
6121-TNHBO,0.1448759635916648,0
5223-UZAVK,0.03418989986225655,0
6646-VRFOL,0.029109836944670425,0
8374-UULRV,0.3073244670302912,0
9489-UTFKA,0.5907731405631845,1
8019-ENHXU,0.12405867742554069,0
5762-TJXGK,0.6303892987049836,1
8010-EZLOU,0.38625942420116555,0
1697-NVVGY,0.08058957061397937,0
9367-TCUYN,0.06505183912271628,0
8882-TLVRW,0.03743229592032146,0
5590-YRFJT,0.6944426840227389,1
8173-RXAYP,0.012487067220393708,0
5099-BAILX,0.018134984080584452,0
0134-XWXCE,0.1429061227726392,0
9467-ROOLM,0.5310019077190633,1
4836-WNFNO,0.22751504979523793,0
0207-MDKNV,0.4464535790841508,0
6101-IMRMM,0.06069406882979909,0
7632-YUTXB,0.7263609765873339,1
8992-VONJD,0.036476773518973125,0
4609-KNNWG,0.2311526980631282,0
4891-NLUBA,0.17464926921662652,0
2097-YVPKN,0.036090309016597016,0
6377-WHAOX,0.0023714575324451505,0
6357-JJPQT,0.7844156765772442,1
4102-HLENU,0.5178081805219618,1
3748-FVMZZ,0.5199510407520584,1
7000-WCEVQ,0.01540257112206509,0
1977-STDKI,0.11544991424009611,0
5120-ZBLAI,0.2350762092139708,0
4011-ARPHK,0.5848573330762544,1
3863-QSTYI,0.07680490135485575,0
4652-NNHNY,0.013552921638385087,0
7964-ZRKKG,0.3694518858703761,0
0856-NAOES,0.09359442256637494,0
